Email, True Label , Pred Label
email1872,0,0
email1873,0,0
email1874,0,0
email1875,0,0
email1876,1,0
email1877,0,0
email1878,1,1
email1879,0,0
email1880,0,0
email1881,0,0
email1882,1,1
email1883,1,1
email1884,0,0
email1885,0,0
email1886,0,0
email1887,0,0
email1888,0,1
email1889,0,0
email1890,0,0
email1891,0,0
email1892,1,1
email1893,1,1
email1894,0,0
email1895,0,0
email1896,0,1
email1897,1,1
email1898,0,0
email1899,0,0
email1900,1,1
email1901,1,0
email1902,0,0
email1903,1,1
email1904,0,0
email1905,0,0
email1906,1,1
email1907,1,1
email1908,1,1
email1909,0,0
email1910,1,1
email1911,1,1
email1912,0,0
email1913,0,0
email1914,0,0
email1915,0,0
email1916,0,0
email1917,1,1
email1918,0,0
email1919,0,0
email1920,0,1
email1921,0,0
email1922,0,0
email1923,0,0
email1924,0,0
email1925,0,0
email1926,0,0
email1927,0,0
email1928,0,0
email1929,0,0
email1930,0,0
email1931,0,0
email1932,0,0
email1933,0,0
email1934,1,0
email1935,0,0
email1936,1,0
email1937,0,0
email1938,0,0
email1939,0,0
email1940,0,0
email1941,1,1
email1942,0,0
email1943,0,0
email1944,0,0
email1945,0,0
email1946,0,0
email1947,1,1
email1948,0,0
email1949,0,0
email1950,0,0
email1951,0,0
email1952,0,0
email1953,0,0
email1954,0,0
email1955,0,0
email1956,1,1
email1957,1,1
email1958,0,0
email1959,0,0
email1960,0,0
email1961,1,1
email1962,0,0
email1963,0,0
email1964,0,0
email1965,0,0
email1966,1,1
email1967,0,0
email1968,0,0
email1969,1,1
email1970,1,1
email1971,0,0
email1972,0,0
email1973,0,0
email1974,0,0
email1975,0,0
email1976,1,1
email1977,0,0
email1978,0,0
email1979,0,0
email1980,0,0
email1981,0,0
email1982,0,0
email1983,0,0
email1984,1,0
email1985,0,0
email1986,0,0
email1987,1,1
email1988,1,1
email1989,1,0
email1990,0,0
email1991,0,0
email1992,0,0
email1993,1,1
email1994,0,0
email1995,0,0
email1996,0,0
email1997,0,0
email1998,1,1
email1999,0,0
email2000,0,0
email2001,0,0
email2002,0,0
email2003,0,0
email2004,0,0
email2005,0,0
email2006,0,0
email2007,0,0
email2008,0,0
email2009,0,1
email2010,1,1
email2011,0,0
email2012,1,1
email2013,0,0
email2014,0,0
email2015,0,0
email2016,0,0
email2017,0,0
email2018,0,0
email2019,0,0
email2020,0,0
email2021,1,1
email2022,0,0
email2023,0,0
email2024,0,0
email2025,0,0
email2026,0,0
email2027,0,0
email2028,0,0
email2029,0,0
email2030,0,0
email2031,0,0
email2032,0,0
email2033,0,0
email2034,0,0
email2035,0,1
email2036,0,1
email2037,0,0
email2038,0,0
email2039,0,0
email2040,0,0
email2041,0,0
email2042,1,1
email2043,1,1
email2044,0,0
email2045,1,1
email2046,0,0
email2047,0,0
email2048,0,0
email2049,0,0
email2050,0,0
email2051,0,0
email2052,1,1
email2053,0,0
email2054,0,0
email2055,0,0
email2056,0,0
email2057,1,1
email2058,1,1
email2059,0,0
email2060,0,0
email2061,0,0
email2062,0,0
email2063,0,0
email2064,0,0
email2065,0,0
email2066,1,1
email2067,0,0
email2068,1,1
email2069,1,1
email2070,0,0
email2071,1,0
email2072,0,0
email2073,1,1
email2074,0,0
email2075,0,0
email2076,0,0
email2077,0,0
email2078,0,0
email2079,1,1
email2080,0,0
email2081,0,0
email2082,0,0
email2083,1,1
email2084,0,0
email2085,0,0
email2086,1,1
email2087,0,0
email2088,1,1
email2089,0,1
email2090,0,0
email2091,0,0
email2092,1,1
email2093,0,0
email2094,0,0
email2095,0,0
email2096,1,1
email2097,1,1
email2098,1,1
email2099,0,0
email2100,0,0
email2101,0,0
email2102,0,0
email2103,0,0
email2104,0,0
email2105,0,0
email2106,0,0
email2107,0,0
email2108,1,1
email2109,0,0
email2110,0,0
email2111,0,0
email2112,1,0
email2113,0,0
email2114,0,0
email2115,0,1
email2116,0,0
email2117,0,0
email2118,0,1
email2119,0,0
email2120,0,0
email2121,0,1
email2122,0,0
email2123,1,1
email2124,0,0
email2125,0,0
email2126,0,0
email2127,1,0
email2128,0,0
email2129,1,1
email2130,1,1
email2131,0,0
email2132,1,1
email2133,0,0
email2134,0,0
email2135,0,0
email2136,1,1
email2137,0,0
email2138,0,0
email2139,1,1
email2140,1,1
email2141,1,1
email2142,0,0
email2143,0,0
email2144,1,1
email2145,1,1
email2146,0,0
email2147,1,1
email2148,0,0
email2149,0,0
email2150,1,1
email2151,0,0
email2152,1,1
email2153,0,0
email2154,0,0
email2155,0,0
email2156,0,0
email2157,1,0
email2158,0,0
email2159,0,0
email2160,1,1
email2161,0,0
email2162,1,1
email2163,0,0
email2164,0,0
email2165,0,0
email2166,0,1
email2167,1,1
email2168,0,0
email2169,0,0
email2170,0,0
email2171,0,0
email2172,0,0
email2173,0,0
email2174,0,0
email2175,0,0
email2176,0,0
email2177,0,0
email2178,1,1
email2179,0,0
email2180,0,0
email2181,0,0
email2182,0,0
email2183,0,0
email2184,0,0
email2185,1,1
email2186,1,1
email2187,0,0
email2188,0,0
email2189,0,0
email2190,0,0
email2191,1,1
email2192,0,1
email2193,0,0
email2194,0,0
email2195,0,0
email2196,0,0
email2197,0,0
email2198,0,0
email2199,0,0
email2200,0,0
email2201,1,1
email2202,0,0
email2203,0,0
email2204,0,0
email2205,1,1
email2206,1,1
email2207,0,0
email2208,0,0
email2209,0,0
email2210,0,0
email2211,1,1
email2212,0,0
email2213,0,0
email2214,1,1
email2215,0,0
email2216,0,0
email2217,0,0
email2218,0,0
email2219,0,0
email2220,0,0
email2221,1,1
email2222,0,0
email2223,0,0
email2224,0,0
email2225,1,1
email2226,0,0
email2227,0,0
email2228,0,0
email2229,0,0
email2230,0,1
email2231,1,1
email2232,0,0
email2233,0,0
email2234,1,1
email2235,0,0
email2236,0,0
email2237,0,0
email2238,0,0
email2239,0,0
email2240,1,1
email2241,0,0
email2242,0,0
email2243,0,1
email2244,1,1
email2245,0,0
email2246,0,0
email2247,1,1
email2248,1,0
email2249,1,1
email2250,1,1
email2251,0,0
email2252,1,1
email2253,0,0
email2254,0,0
email2255,0,0
email2256,0,0
email2257,0,0
email2258,0,0
email2259,0,0
email2260,0,0
email2261,0,0
email2262,0,0
email2263,1,1
email2264,0,0
email2265,0,0
email2266,0,0
email2267,0,0
email2268,0,0
email2269,1,1
email2270,0,0
email2271,0,0
email2272,0,0
email2273,1,1
email2274,0,0
email2275,0,0
email2276,1,1
email2277,0,0
email2278,0,0
email2279,0,0
email2280,1,1
email2281,0,0
email2282,0,0
email2283,0,0
email2284,0,0
email2285,0,0
email2286,0,0
email2287,0,0
email2288,0,0
email2289,0,0
email2290,0,0
email2291,0,0
email2292,1,1
email2293,1,1
email2294,0,0
email2295,1,1
email2296,0,0
email2297,1,0
email2298,0,0
email2299,0,0
email2300,0,0
email2301,0,0
email2302,0,0
email2303,1,1
email2304,0,0
email2305,0,0
email2306,0,0
email2307,0,0
email2308,0,0
email2309,0,1
email2310,1,1
email2311,0,0
email2312,1,1
email2313,0,0
email2314,0,0
email2315,0,0
email2316,0,0
email2317,0,0
email2318,1,1
email2319,0,0
email2320,1,1
email2321,0,0
email2322,0,0
email2323,0,0
email2324,1,1
email2325,0,0
email2326,0,0
email2327,0,1
email2328,0,0
email2329,0,0
email2330,0,0
email2331,0,1
email2332,0,0
email2333,1,1
email2334,0,1
email2335,1,1
email2336,0,0
email2337,1,1
email2338,0,0
email2339,1,1
email2340,0,0
email2341,0,0
email2342,0,0
email2343,0,0
email2344,0,0
email2345,1,1
email2346,0,0
email2347,1,0
email2348,0,0
email2349,1,1
email2350,1,1
email2351,1,1
email2352,0,0
email2353,1,1
email2354,0,0
email2355,1,1
email2356,0,0
email2357,1,1
email2358,0,0
email2359,0,0
email2360,0,0
email2361,1,1
email2362,0,0
email2363,0,0
email2364,0,0
email2365,0,0
email2366,1,1
email2367,0,0
email2368,0,0
email2369,1,1
email2370,0,0
email2371,1,1
email2372,1,1
email2373,0,0
email2374,0,0
email2375,0,1
email2376,1,1
email2377,0,0
email2378,1,1
email2379,1,1
email2380,0,0
email2381,1,1
email2382,0,1
email2383,1,1
email2384,1,1
email2385,0,0
email2386,0,0
email2387,0,0
email2388,0,0
email2389,0,0
email2390,0,0
email2391,1,1
email2392,1,1
email2393,1,1
email2394,0,0
email2395,0,0
email2396,0,0
email2397,0,0
email2398,0,0
email2399,0,0
email2400,1,1
email2401,0,0
email2402,0,0
email2403,0,0
email2404,1,0
email2405,0,0
email2406,0,0
email2407,0,0
email2408,0,0
email2409,1,1
email2410,0,0
email2411,0,0
email2412,0,0
email2413,0,0
email2414,0,0
email2415,0,0
email2416,0,0
email2417,0,0
email2418,0,0
email2419,1,1
email2420,0,0
email2421,0,0
email2422,0,0
email2423,0,0
email2424,1,1
email2425,1,1
email2426,0,0
email2427,0,0
email2428,0,0
email2429,0,0
email2430,0,0
email2431,0,0
email2432,1,1
email2433,0,0
email2434,0,0
email2435,0,0
email2436,0,0
email2437,1,1
email2438,0,0
email2439,0,0
email2440,0,0
email2441,0,0
email2442,0,0
email2443,0,0
email2444,1,1
email2445,0,0
email2446,1,1
email2447,1,1
email2448,0,0
email2449,0,0
email2450,1,1
email2451,0,0
email2452,0,0
email2453,0,0
email2454,0,0
email2455,0,0
email2456,0,0
email2457,0,0
email2458,0,0
email2459,0,0
email2460,0,0
email2461,0,0
email2462,1,0
email2463,0,0
email2464,0,0
email2465,0,0
email2466,0,0
email2467,0,1
email2468,0,0
email2469,1,1
email2470,0,0
email2471,0,0
email2472,1,1
email2473,1,1
email2474,0,1
email2475,0,0
email2476,1,1
email2477,0,0
email2478,0,0
email2479,0,0
email2480,0,0
email2481,1,0
email2482,1,1
email2483,0,0
email2484,1,1
email2485,0,0
email2486,1,1
email2487,0,0
email2488,0,0
email2489,0,0
email2490,0,0
email2491,0,0
email2492,0,0
email2493,1,1
email2494,1,1
email2495,0,0
email2496,0,0
email2497,0,0
email2498,0,0
email2499,1,1
email2500,0,0
email2501,0,0
email2502,1,1
email2503,0,0
email2504,0,0
email2505,0,0
email2506,0,0
email2507,1,1
email2508,1,1
email2509,0,0
email2510,0,0
email2511,0,0
email2512,0,0
email2513,1,1
email2514,0,0
email2515,1,1
email2516,1,1
email2517,0,0
email2518,0,1
email2519,0,0
email2520,0,0
email2521,0,0
email2522,0,0
email2523,1,1
email2524,0,0
email2525,1,1
email2526,0,1
email2527,0,0
email2528,1,1
email2529,0,0
email2530,0,0
email2531,0,0
email2532,0,0
email2533,0,0
email2534,0,0
email2535,1,1
email2536,0,0
email2537,0,0
email2538,0,0
email2539,1,1
email2540,0,0
email2541,0,0
email2542,1,1
email2543,0,0
email2544,0,0
email2545,0,0
email2546,1,1
email2547,1,1
email2548,0,0
email2549,0,0
email2550,0,0
email2551,1,1
email2552,1,1
email2553,0,0
email2554,1,1
email2555,0,0
email2556,0,0
email2557,0,0
email2558,1,1
email2559,0,0
email2560,0,0
email2561,0,0
email2562,0,0
email2563,0,0
email2564,1,1
email2565,0,0
email2566,0,0
email2567,0,0
email2568,0,0
email2569,1,1
email2570,1,1
email2571,1,1
email2572,1,1
email2573,0,0
email2574,0,0
email2575,0,0
email2576,0,0
email2577,0,0
email2578,1,1
email2579,0,0
email2580,0,0
email2581,0,0
email2582,1,1
email2583,0,0
email2584,1,1
email2585,0,0
email2586,1,1
email2587,0,0
email2588,1,1
email2589,0,0
email2590,0,0
email2591,0,0
email2592,0,0
email2593,0,0
email2594,0,0
email2595,0,0
email2596,0,0
email2597,0,0
email2598,1,1
email2599,0,0
email2600,1,0
email2601,1,1
email2602,1,1
email2603,0,0
email2604,1,0
email2605,0,0
email2606,1,1
email2607,0,0
email2608,0,0
email2609,0,0
email2610,1,1
email2611,0,0
email2612,1,1
email2613,0,0
email2614,0,0
email2615,0,0
email2616,0,0
email2617,0,0
email2618,0,0
email2619,0,0
email2620,0,0
email2621,0,0
email2622,0,0
email2623,0,0
email2624,0,0
email2625,1,1
email2626,0,0
email2627,0,0
email2628,0,0
email2629,0,0
email2630,0,0
email2631,0,0
email2632,0,0
email2633,0,0
email2634,1,0
email2635,1,1
email2636,0,0
email2637,0,1
email2638,0,0
email2639,1,1
email2640,0,0
email2641,1,1
email2642,0,0
email2643,0,0
email2644,0,0
email2645,0,0
email2646,1,0
email2647,0,0
email2648,1,1
email2649,0,0
email2650,0,0
email2651,0,0
email2652,0,0
email2653,1,1
email2654,0,0
email2655,0,0
email2656,0,0
email2657,1,1
email2658,0,0
email2659,0,0
email2660,0,0
email2661,1,1
email2662,1,1
email2663,1,1
email2664,0,0
email2665,0,0
email2666,1,1
email2667,0,1
email2668,0,0
email2669,1,1
email2670,1,1
email2671,1,1
email2672,0,0
email2673,0,0
email2674,0,0
email2675,1,1
email2676,0,0
email2677,0,0
email2678,0,0
email2679,0,0
email2680,1,1
email2681,1,1
email2682,0,0
email2683,1,0
email2684,1,1
email2685,0,0
email2686,1,1
email2687,0,0
email2688,1,1
email2689,0,0
email2690,0,0
email2691,0,0
email2692,0,0
email2693,0,0
email2694,0,1
email2695,0,0
email2696,1,1
email2697,0,1
email2698,0,0
email2699,0,0
email2700,1,1
email2701,0,0
email2702,0,0
email2703,1,1
email2704,1,1
email2705,0,0
email2706,0,0
email2707,1,0
email2708,0,0
email2709,0,0
email2710,1,1
email2711,0,0
email2712,0,0
email2713,0,0
email2714,0,0
email2715,0,0
email2716,1,1
email2717,0,0
email2718,1,1
email2719,1,1
email2720,1,1
email2721,1,1
email2722,0,0
email2723,0,0
email2724,1,1
email2725,1,1
email2726,0,0
email2727,1,1
email2728,0,0
email2729,0,0
email2730,1,0
email2731,0,0
email2732,0,0
email2733,0,0
email2734,0,0
email2735,0,0
email2736,1,1
email2737,1,1
email2738,1,1
email2739,1,1
email2740,1,1
email2741,0,0
email2742,1,1
email2743,1,1
email2744,0,0
email2745,1,0
email2746,0,0
email2747,1,1
email2748,1,1
email2749,1,1
email2750,0,0
email2751,0,0
email2752,0,0
email2753,1,1
email2754,1,0
email2755,0,0
email2756,0,0
email2757,0,0
email2758,0,0
email2759,0,0
email2760,0,0
email2761,1,0
email2762,0,0
email2763,1,0
email2764,1,1
email2765,0,1
email2766,0,0
email2767,0,0
email2768,0,0
email2769,0,1
email2770,1,1
email2771,1,1
email2772,0,0
email2773,0,0
email2774,0,0
email2775,0,0
email2776,0,0
email2777,0,0
email2778,0,0
email2779,0,0
email2780,0,0
email2781,0,0
email2782,1,1
email2783,0,0
email2784,0,0
email2785,0,0
email2786,0,0
email2787,0,0
email2788,1,1
email2789,0,0
email2790,1,1
email2791,0,0
email2792,0,0
email2793,1,1
email2794,1,1
email2795,1,1
email2796,1,1
email2797,0,0
email2798,0,0
email2799,0,0
email2800,0,0
email2801,1,1
email2802,0,0
email2803,0,0
email2804,0,0
email2805,1,1
email2806,0,0
email2807,0,0
email2808,0,0
email2809,0,0
email2810,0,0
email2811,0,0
email2812,0,0
email2813,0,0
email2814,0,0
email2815,1,1
email2816,0,1
email2817,0,0
email2818,0,0
email2819,0,0
email2820,1,1
email2821,0,0
email2822,0,0
email2823,0,0
email2824,1,1
email2825,0,0
email2826,0,0
email2827,1,1
email2828,0,0
email2829,0,0
email2830,1,1
email2831,0,0
email2832,0,0
email2833,1,1
email2834,0,0
email2835,0,0
email2836,0,0
email2837,0,0
email2838,1,1
email2839,0,1
email2840,0,0
email2841,0,0
email2842,0,1
email2843,0,0
email2844,0,0
email2845,1,1
email2846,0,0
email2847,0,0
email2848,1,1
email2849,0,0
email2850,0,0
email2851,1,1
email2852,0,0
email2853,1,1
email2854,0,0
email2855,0,0
email2856,0,0
email2857,0,0
email2858,0,0
email2859,0,0
email2860,0,0
email2861,0,1
email2862,0,0
email2863,0,0
email2864,0,0
email2865,0,0
email2866,0,0
email2867,0,0
email2868,1,1
email2869,0,0
email2870,0,0
email2871,0,0
email2872,0,0
email2873,1,1
email2874,1,1
email2875,0,0
email2876,0,0
email2877,1,1
email2878,0,0
email2879,0,0
email2880,0,0
email2881,0,0
email2882,1,1
email2883,0,0
email2884,1,0
email2885,0,0
email2886,0,0
email2887,0,0
email2888,1,1
email2889,0,0
email2890,1,0
email2891,0,0
email2892,1,1
email2893,0,0
email2894,0,0
email2895,0,0
email2896,0,1
email2897,1,1
email2898,1,1
email2899,0,0
email2900,0,0
email2901,0,0
email2902,0,0
email2903,0,0
email2904,1,1
email2905,0,0
email2906,0,0
email2907,1,1
email2908,0,0
email2909,0,0
email2910,0,0
email2911,0,0
email2912,0,0
email2913,0,0
email2914,0,0
email2915,1,1
email2916,0,0
email2917,0,0
email2918,0,0
email2919,0,1
email2920,0,0
email2921,0,0
email2922,0,0
email2923,0,0
email2924,1,1
email2925,0,0
email2926,0,0
email2927,0,0
email2928,0,0
email2929,0,0
email2930,0,0
email2931,0,0
email2932,1,1
email2933,0,0
email2934,1,1
email2935,0,0
email2936,0,0
email2937,0,0
email2938,0,0
email2939,0,0
email2940,0,0
email2941,0,0
email2942,0,0
email2943,0,0
email2944,0,0
email2945,0,0
email2946,0,0
email2947,0,0
email2948,0,0
email2949,0,0
email2950,0,0
email2951,0,0
email2952,0,0
email2953,0,0
email2954,0,0
email2955,0,0
email2956,0,0
email2957,1,1
email2958,0,0
email2959,0,0
email2960,0,0
email2961,0,0
email2962,1,1
email2963,0,0
email2964,0,0
email2965,1,1
email2966,0,0
email2967,0,0
email2968,0,1
email2969,0,0
email2970,1,1
email2971,0,0
email2972,0,0
email2973,0,0
email2974,0,0
email2975,0,0
email2976,0,0
email2977,0,0
email2978,0,0
email2979,0,0
email2980,0,0
email2981,0,0
email2982,0,0
email2983,1,1
email2984,1,1
email2985,0,0
email2986,0,0
email2987,0,0
email2988,0,0
email2989,0,0
email2990,0,0
email2991,0,0
email2992,1,1
email2993,0,0
email2994,1,1
email2995,0,0
email2996,0,0
email2997,0,0
email2998,1,1
email2999,0,0
email3000,0,0
email3001,0,0
email3002,0,0
email3003,1,1
email3004,0,0
email3005,0,0
email3006,0,0
email3007,1,1
email3008,0,0
email3009,1,1
email3010,0,0
email3011,0,0
email3012,0,0
email3013,0,0
email3014,1,0
email3015,0,0
email3016,0,1
email3017,0,0
email3018,1,1
email3019,0,0
email3020,0,0
email3021,0,0
email3022,0,0
email3023,1,1
email3024,0,0
email3025,0,0
email3026,1,1
email3027,0,0
email3028,0,0
email3029,0,0
email3030,1,1
email3031,0,0
email3032,0,0
email3033,1,1
email3034,1,1
email3035,0,0
email3036,1,1
email3037,1,1
email3038,0,0
email3039,1,1
email3040,0,0
email3041,1,1
email3042,0,0
email3043,0,0
email3044,0,0
email3045,0,0
email3046,0,0
email3047,0,0
email3048,0,0
email3049,0,0
email3050,1,1
email3051,0,0
email3052,1,1
email3053,0,0
email3054,0,0
email3055,0,0
email3056,0,0
email3057,0,0
email3058,0,1
email3059,0,1
email3060,0,0
email3061,1,0
email3062,0,0
email3063,0,1
email3064,0,0
email3065,0,0
email3066,0,0
email3067,1,1
email3068,0,0
email3069,0,0
email3070,0,0
email3071,1,1
email3072,0,0
email3073,0,0
email3074,1,1
email3075,0,0
email3076,0,0
email3077,1,1
email3078,0,0
email3079,0,0
email3080,0,0
email3081,0,0
email3082,0,0
email3083,0,0
email3084,0,0
email3085,1,1
email3086,0,0
email3087,0,0
email3088,0,0
email3089,1,1
email3090,0,0
email3091,0,0
email3092,0,0
email3093,1,1
email3094,1,1
email3095,0,0
email3096,0,0
email3097,0,0
email3098,0,0
email3099,0,0
email3100,0,0
email3101,0,0
email3102,0,0
email3103,0,0
email3104,0,0
email3105,0,0
email3106,0,0
email3107,1,1
email3108,0,0
email3109,1,0
email3110,0,0
email3111,0,0
email3112,0,0
email3113,0,0
email3114,1,1
email3115,1,0
email3116,0,0
email3117,0,0
email3118,0,0
email3119,0,0
email3120,1,1
email3121,0,0
email3122,0,0
email3123,1,1
email3124,0,0
email3125,0,0
email3126,0,0
email3127,0,0
email3128,0,0
email3129,1,1
email3130,0,0
email3131,0,0
email3132,0,0
email3133,0,0
email3134,1,0
email3135,0,0
email3136,1,1
email3137,0,0
email3138,0,0
email3139,1,1
email3140,0,0
email3141,0,0
email3142,0,0
email3143,0,0
email3144,0,0
email3145,1,1
email3146,1,1
email3147,0,0
email3148,0,0
email3149,0,0
email3150,0,0
email3151,0,0
email3152,0,0
email3153,0,0
email3154,0,0
email3155,0,0
email3156,0,0
email3157,0,0
email3158,1,1
email3159,1,1
email3160,0,0
email3161,0,0
email3162,0,0
email3163,0,0
email3164,0,0
email3165,0,0
email3166,0,0
email3167,0,0
email3168,1,1
email3169,1,1
email3170,0,0
email3171,0,0
email3172,1,1
email3173,0,0
email3174,0,0
email3175,0,0
email3176,0,0
email3177,0,0
email3178,0,0
email3179,0,0
email3180,0,0
email3181,0,0
email3182,1,1
email3183,1,1
email3184,0,0
email3185,1,1
email3186,0,0
email3187,0,0
email3188,0,0
email3189,1,1
email3190,0,0
email3191,0,0
email3192,1,1
email3193,0,0
email3194,1,1
email3195,0,0
email3196,0,0
email3197,0,0
email3198,0,0
email3199,0,0
email3200,0,0
email3201,0,0
email3202,1,1
email3203,1,0
email3204,0,0
email3205,0,0
email3206,1,1
email3207,0,0
email3208,0,0
email3209,1,1
email3210,0,0
email3211,0,0
email3212,0,0
email3213,0,0
email3214,0,0
email3215,0,0
email3216,0,0
email3217,1,0
email3218,0,1
email3219,0,0
email3220,0,0
email3221,0,0
email3222,0,0
email3223,0,0
email3224,0,0
email3225,0,0
email3226,1,1
email3227,0,0
email3228,0,0
email3229,1,1
email3230,1,1
email3231,1,1
email3232,0,1
email3233,0,0
email3234,0,0
email3235,0,0
email3236,0,0
email3237,0,1
email3238,1,1
email3239,1,1
email3240,1,1
email3241,1,1
email3242,0,0
email3243,0,0
email3244,0,0
email3245,1,1
email3246,1,1
email3247,0,0
email3248,0,0
email3249,0,0
email3250,0,0
email3251,0,0
email3252,0,0
email3253,0,0
email3254,0,0
email3255,0,0
email3256,1,1
email3257,1,1
email3258,1,1
email3259,1,1
email3260,0,1
email3261,0,0
email3262,1,1
email3263,0,0
email3264,0,0
email3265,1,1
email3266,1,1
email3267,1,1
email3268,0,0
email3269,0,0
email3270,0,0
email3271,0,1
email3272,0,0
email3273,1,1
email3274,0,1
email3275,0,0
email3276,0,0
email3277,1,1
email3278,1,1
email3279,1,1
email3280,0,0
email3281,0,0
email3282,0,0
email3283,0,0
email3284,1,1
email3285,0,0
email3286,0,1
email3287,0,0
email3288,1,0
email3289,0,0
email3290,1,1
email3291,0,0
email3292,0,0
email3293,1,1
email3294,0,0
email3295,0,0
email3296,0,0
email3297,0,0
email3298,0,0
email3299,0,0
email3300,0,0
email3301,0,0
email3302,0,0
email3303,0,0
email3304,0,0
email3305,0,0
email3306,0,0
email3307,1,1
email3308,0,0
email3309,1,1
email3310,0,0
email3311,1,1
email3312,0,0
email3313,0,0
email3314,1,1
email3315,0,0
email3316,1,1
email3317,0,0
email3318,0,0
email3319,0,0
email3320,1,1
email3321,0,0
email3322,0,0
email3323,0,0
email3324,0,0
email3325,0,0
email3326,1,1
email3327,0,0
email3328,1,1
email3329,0,0
email3330,1,1
email3331,1,1
email3332,0,0
email3333,0,0
email3334,1,1
email3335,0,0
email3336,1,0
email3337,1,1
email3338,0,0
email3339,1,0
email3340,0,0
email3341,0,0
email3342,1,1
email3343,0,0
email3344,1,0
email3345,1,1
email3346,0,0
email3347,0,0
email3348,0,0
email3349,0,0
email3350,0,0
email3351,0,0
email3352,0,0
email3353,1,0
email3354,0,0
email3355,0,0
email3356,0,0
email3357,1,1
email3358,0,0
email3359,0,0
email3360,0,0
email3361,0,0
email3362,0,0
email3363,0,0
email3364,1,1
email3365,0,0
email3366,1,1
email3367,0,0
email3368,0,0
email3369,1,1
email3370,0,0
email3371,0,1
email3372,0,0
email3373,1,1
email3374,1,1
email3375,0,0
email3376,1,1
email3377,0,0
email3378,0,0
email3379,1,1
email3380,0,0
email3381,0,0
email3382,0,0
email3383,1,0
email3384,0,0
email3385,1,1
email3386,0,0
email3387,0,0
email3388,0,0
email3389,0,0
email3390,1,1
email3391,0,0
email3392,0,0
email3393,0,0
email3394,0,0
email3395,0,0
email3396,0,0
email3397,0,0
email3398,0,0
email3399,0,0
email3400,1,1
email3401,1,1
email3402,0,0
email3403,0,0
email3404,1,1
email3405,0,0
email3406,1,1
email3407,0,0
email3408,0,0
email3409,0,1
email3410,0,0
email3411,1,1
email3412,0,0
email3413,0,0
email3414,1,1
email3415,0,0
email3416,1,1
email3417,0,0
email3418,0,0
email3419,1,1
email3420,0,0
email3421,0,0
email3422,1,1
email3423,1,1
email3424,0,1
email3425,1,1
email3426,0,0
email3427,0,1
email3428,1,1
email3429,0,0
email3430,0,0
email3431,0,0
email3432,0,0
email3433,0,0
email3434,0,0
email3435,0,0
email3436,0,0
email3437,1,1
email3438,0,0
email3439,1,1
email3440,1,1
email3441,1,1
email3442,1,1
email3443,0,0
email3444,0,0
email3445,1,1
email3446,1,1
email3447,0,0
email3448,1,1
email3449,0,0
email3450,0,0
email3451,0,0
email3452,1,1
email3453,0,0
email3454,1,1
email3455,1,1
email3456,0,0
email3457,0,0
email3458,0,0
email3459,0,0
email3460,1,1
email3461,1,1
email3462,0,0
email3463,0,0
email3464,0,0
email3465,0,0
email3466,0,0
email3467,0,0
email3468,0,0
email3469,0,0
email3470,0,0
email3471,1,1
email3472,1,1
email3473,0,0
email3474,1,1
email3475,1,1
email3476,0,0
email3477,0,0
email3478,0,0
email3479,1,1
email3480,0,0
email3481,1,1
email3482,0,0
email3483,1,1
email3484,1,1
email3485,1,1
email3486,1,1
email3487,1,1
email3488,0,0
email3489,0,0
email3490,1,1
email3491,0,0
email3492,0,0
email3493,1,1
email3494,1,1
email3495,0,0
email3496,1,1
email3497,0,0
email3498,1,1
email3499,0,0
email3500,0,1
email3501,0,0
email3502,0,0
email3503,0,0
email3504,1,1
email3505,0,0
email3506,1,1
email3507,0,0
email3508,0,0
email3509,1,1
email3510,1,1
email3511,0,0
email3512,0,0
email3513,1,0
email3514,0,0
email3515,1,0
email3516,1,1
email3517,0,0
email3518,0,0
email3519,1,1
email3520,0,0
email3521,1,1
email3522,1,1
email3523,1,1
email3524,0,0
email3525,0,0
email3526,1,1
email3527,0,0
email3528,0,0
email3529,0,0
email3530,0,0
email3531,0,0
email3532,0,0
email3533,0,0
email3534,0,0
email3535,0,0
email3536,1,1
email3537,1,1
email3538,0,0
email3539,0,0
email3540,0,0
email3541,0,1
email3542,0,0
email3543,0,0
email3544,0,0
email3545,0,0
email3546,0,0
email3547,0,0
email3548,0,0
email3549,1,0
email3550,1,1
email3551,1,1
email3552,0,0
email3553,1,1
email3554,0,0
email3555,0,0
email3556,0,0
email3557,1,1
email3558,0,0
email3559,0,0
email3560,0,0
email3561,0,0
email3562,1,1
email3563,1,1
email3564,0,0
email3565,1,0
email3566,1,1
email3567,0,0
email3568,1,1
email3569,0,0
email3570,1,1
email3571,0,0
email3572,0,0
email3573,0,0
email3574,0,0
email3575,1,0
email3576,0,0
email3577,0,0
email3578,0,0
email3579,0,0
email3580,0,0
email3581,0,0
email3582,0,0
email3583,0,0
email3584,1,1
email3585,0,0
email3586,0,0
email3587,0,0
email3588,0,0
email3589,0,0
email3590,1,1
email3591,0,0
email3592,0,0
email3593,0,0
email3594,0,1
email3595,0,0
email3596,0,0
email3597,1,1
email3598,0,0
email3599,0,0
email3600,1,1
email3601,0,0
email3602,1,1
email3603,1,1
email3604,1,1
email3605,0,0
email3606,1,1
email3607,0,0
email3608,0,0
email3609,1,1
email3610,0,0
email3611,1,1
email3612,0,0
email3613,0,0
email3614,0,0
email3615,1,1
email3616,0,0
email3617,0,0
email3618,0,0
email3619,1,1
